Test Time (s),Indent Disp. (nm),Indent Act. Load (µN),Indent Load (µN),Indent Disp. Volt. (V),Indent Act. Load Volt. (V),Indent Act. Output Volt. (V),Dynamic Freq. (Hz),Disp. Amp. (nm),Phase Shift (deg),Load Amp. (µN),Dynamic Comp. (nm/µN),Disp. Amp. Volt. (V),Load Amp. Volt. (V),Storage Mod. (GPa),Loss Mod. (GPa),Hardness (GPa),Complex Mod. (GPa),Tan-Delta,Storage Stiff. (µN/nm),Loss Stiff. (µN/nm),Complex Stiff. (µN/nm),Damping (g/s),Contact Area (nm^2),Contact Depth (nm),Ref. Stor. Mod. (GPa),Ref. Loss Mod. (GPa),Ref. Hardness (GPa),Ref. Compl. Mod. (GPa),Ref. Indent Disp. (nm),Ref. Contact Area (nm^2),Ref. Cont. Depth. (nm)
15.824399,598.580278,1505.007149,1230.688401,-0.121829,1.942198,1.942198,280.0,0.082064,0.632537,14.151243,0.005799,1.213949e-005,0.006454,63.103769,-0.700569,0.17115,63.09988,-0.011102,192.033957,-2.131933,192.022122,-0.001212,7273364.292647,593.800547,66.3,-0.736053,0.188927,66.295914,569.693199,6588990.565815,564.913469
15.82942,598.770108,1511.65144,1237.255532,-0.121869,1.946475,1.946475,280.0,0.082064,0.552632,14.186267,0.005785,1.213939e-005,0.006455,63.257934,-0.622717,0.171955,63.254869,-0.009844,192.560942,-1.895589,192.551611,-0.001077,7277735.676035,593.977967,66.3,-0.652664,0.188891,66.296787,571.111924,6625203.573709,566.319783
15.83444,598.751726,1507.532866,1233.147638,-0.121863,1.943823,1.943823,280.0,0.081697,0.808184,14.170702,0.005765,1.208519e-005,0.006457,63.487709,-0.878679,0.17138,63.481629,-0.01384,193.265306,-2.674818,193.246795,-0.00152,7278105.746324,593.992985,66.3,-0.917601,0.186899,66.29365,573.194564,6673760.552585,568.435822
15.83946,598.742705,1510.442274,1236.0623,-0.121861,1.945698,1.945698,280.0,0.081982,0.606977,14.188148,0.005778,1.212737e-005,0.006459,63.337141,-0.677275,0.171801,63.33352,-0.010693,192.796538,-2.061606,192.785515,-0.001172,7277319.371897,593.961073,66.3,-0.708957,0.18825,66.296209,572.51123,6641425.218987,567.729599
15.844481,599.088289,1512.352459,1237.8325,-0.121932,1.946918,1.946918,280.0,0.082047,0.568803,14.200967,0.005778,1.213691e-005,0.006461,63.309395,-0.639096,0.171848,63.306169,-0.010095,192.822812,-1.94651,192.812987,-0.001106,7285684.809883,594.300449,66.3,-0.669286,0.188467,66.296622,571.812092,6643235.501704,567.024253
15.849501,599.071577,1508.908213,1234.398097,-0.121927,1.944701,1.944701,280.0,0.081116,0.834449,14.18856,0.005717,1.199928e-005,0.006462,64.036787,-0.911237,0.171346,64.030303,-0.01423,195.055192,-2.775616,195.035443,-0.001578,7286950.933378,594.351796,66.3,-0.943442,0.183671,66.293287,578.837109,6797948.276887,574.117328
15.854522,599.222715,1515.445036,1240.873656,-0.121958,1.948905,1.948905,280.0,0.080197,0.873942,14.223074,0.005639,1.186335e-005,0.006464,64.996033,-0.962684,0.172124,64.988904,-0.014811,198.043372,-2.933303,198.021648,-0.001667,7291834.453154,594.549799,66.3,-0.981997,0.179099,66.292727,587.419154,7007828.276177,582.746238
15.859542,599.53541,1510.577648,1235.881303,-0.122022,1.945764,1.945764,280.0,0.080595,0.600357,14.204053,0.005674,1.192216e-005,0.006466,64.519517,-0.680616,0.171263,64.515927,-0.010549,196.691027,-2.074893,196.680083,-0.001179,7299225.163673,594.849321,66.3,-0.699398,0.180846,66.296311,583.101782,6912448.722448,578.415692
15.864563,599.722211,1514.880699,1240.108964,-0.12206,1.948528,1.948528,280.0,0.080374,0.714002,14.228087,0.005649,1.18895e-005,0.006468,64.812481,-0.798217,0.171733,64.807565,-0.012316,197.648798,-2.434201,197.633808,-0.001384,7304003.068525,595.042866,66.3,-0.816537,0.179706,66.294972,585.978477,6979931.835217,581.299132
15.869583,599.94351,1515.19095,1240.330575,-0.122105,1.948722,1.948722,280.0,0.080138,0.922754,14.233368,0.00563,1.185456e-005,0.006469,65.019693,-1.012389,0.171626,65.011811,-0.01557,198.360222,-3.088567,198.336176,-0.001756,7309862.787364,595.280142,66.3,-1.032324,0.178452,66.291963,588.13451,7030269.885918,583.471142
15.874603,600.092428,1513.021503,1238.102739,-0.122135,1.947323,1.947323,280.0,0.080414,0.720177,14.226981,0.005652,1.189534e-005,0.006471,64.730738,-0.803549,0.171241,64.72575,-0.012414,197.524601,-2.452014,197.509381,-0.001394,7313262.345039,595.417752,66.3,-0.823029,0.179644,66.294891,585.973809,6971162.589504,581.299132
15.879624,600.689843,1519.038876,1243.875894,-0.12226,1.951175,1.951175,280.0,0.080496,0.658249,14.259145,0.005645,1.190752e-005,0.006473,64.756129,-0.740981,0.171697,64.75189,-0.011443,197.796363,-2.263313,197.783414,-0.001286,7327650.137611,595.99977,66.3,-0.758647,0.179981,66.295659,586.712309,6990358.183646,582.022236
15.884644,600.849064,1513.83229,1238.607378,-0.122291,1.947824,1.947824,280.0,0.080136,0.912243,14.238495,0.005628,1.185422e-005,0.006474,64.947434,-1.000526,0.170863,64.939727,-0.015405,198.445809,-3.057091,198.42226,-0.001738,7332460.749137,596.194233,66.3,-1.021363,0.178054,66.292132,588.851778,7036337.922278,584.196947
15.889665,601.072636,1519.289904,1243.974257,-0.122338,1.951326,1.951326,280.0,0.080359,0.75953,14.267964,0.005632,1.188719e-005,0.006476,64.877587,-0.844718,0.171483,64.872087,-0.01302,198.299245,-2.581891,198.282436,-0.001468,7337407.297903,596.394118,66.3,-0.863238,0.179085,66.29438,588.14966,7025948.231668,583.471142
15.894685,601.104473,1518.033463,1242.707251,-0.122343,1.950518,1.950518,280.0,0.080603,0.576295,14.265848,0.00565,1.19234e-005,0.006478,64.650496,-0.657072,0.171298,64.647156,-0.010163,197.611918,-2.008419,197.601712,-0.001142,7337910.885251,596.414464,66.3,-0.673837,0.180151,66.296576,585.989141,6977327.261801,581.299132
15.899706,601.267936,1517.34859,1241.957687,-0.122376,1.950074,1.950074,280.0,0.08024,0.845897,14.266439,0.005624,1.186963e-005,0.00648,64.951161,-0.933121,0.171087,64.944458,-0.014366,198.594402,-2.853105,198.573907,-0.001622,7342602.976365,596.603993,66.3,-0.952499,0.178267,66.293158,588.860889,7046879.266103,584.196947
15.904726,601.34442,1522.415103,1246.993891,-0.122391,1.953325,1.953325,280.0,0.080235,0.8472,14.294035,0.005613,1.18689e-005,0.006481,65.086635,-0.936053,0.171737,65.079904,-0.014382,199.031382,-2.862398,199.010798,-0.001627,7344282.215282,596.671807,66.3,-0.953503,0.1782,66.293143,590.323879,7077924.769763,585.651266
15.909747,601.48936,1517.269034,1241.791737,-0.12242,1.950017,1.950017,280.0,0.08058,0.596177,14.27366,0.005645,1.191995e-005,0.006483,64.667044,-0.67722,0.170948,64.663498,-0.010472,197.793416,-2.071375,197.782569,-0.001177,7347634.177482,596.807147,66.3,-0.694321,0.179691,66.296364,586.704448,6990149.847355,582.022236
15.914767,601.738978,1523.55295,1247.974048,-0.122472,1.954044,1.954044,280.0,0.080317,0.767931,14.307019,0.005614,1.188107e-005,0.006485,65.036862,-0.854806,0.171647,65.031245,-0.013143,199.010078,-2.61567,198.992888,-0.001487,7353953.16857,597.062195,66.3,-0.871408,0.178379,66.294273,590.328049,7076409.62495,585.651266
15.919787,602.204949,1520.904242,1245.136999,-0.122568,1.952333,1.952333,280.0,0.080157,0.907155,14.298447,0.005606,1.185741e-005,0.006486,65.081251,-0.99672,0.170981,65.073618,-0.015315,199.308191,-3.052406,199.284816,-0.001735,7365943.600561,597.54583,66.3,-1.015385,0.177445,66.292224,591.038902,7097626.14766,586.379783
15.924808,602.437385,1521.806148,1245.945561,-0.122615,1.952905,1.952905,280.0,0.080496,0.672243,14.30651,0.005627,1.190747e-005,0.006488,64.80107,-0.755171,0.17097,64.79667,-0.011654,198.520612,-2.313495,198.507131,-0.001315,7371175.297473,597.756717,66.3,-0.772639,0.178971,66.295498,588.877614,7041643.52609,584.196947
15.929828,602.535851,1525.636133,1249.7365,-0.122635,1.955359,1.955359,280.0,0.080522,0.614874,14.328303,0.00562,1.191141e-005,0.00649,64.877189,-0.697723,0.171435,64.873437,-0.010755,198.784052,-2.137826,198.772556,-0.001215,7373418.996862,597.847135,66.3,-0.713024,0.179037,66.296166,589.612371,7060344.635943,584.923654
15.934849,602.669161,1520.962651,1245.011597,-0.122662,1.952358,1.952358,280.0,0.080193,0.883711,14.310142,0.005604,1.186275e-005,0.006492,65.056956,-0.972455,0.170697,65.049687,-0.014948,199.390318,-2.980436,199.368041,-0.001694,7377522.400009,598.012458,66.3,-0.991036,0.177282,66.292593,591.76591,7103476.628728,587.109206
15.939869,602.662334,1527.645976,1251.698425,-0.12266,1.956643,1.956643,280.0,0.080368,0.767897,14.345328,0.005602,1.188863e-005,0.006493,65.082278,-0.855039,0.171626,65.076661,-0.013138,199.457749,-2.62044,199.440535,-0.001489,7376769.578918,597.982131,66.3,-0.871038,0.178108,66.294278,591.059986,7108282.051557,586.379783
15.94489,603.000454,1523.803414,1247.720237,-0.122729,1.954172,1.954172,280.0,0.080559,0.620668,14.331119,0.005621,1.191685e-005,0.006495,64.807156,-0.702875,0.170891,64.803344,-0.010846,198.726822,-2.15532,198.715134,-0.001225,7385109.359719,598.318,66.3,-0.719066,0.178855,66.296101,588.879401,7056279.930685,584.196947
15.94991,603.257675,1526.303813,1250.116765,-0.122782,1.955767,1.955767,280.0,0.080161,0.878285,14.346701,0.005587,1.185795e-005,0.006497,65.205337,-0.968632,0.171057,65.198142,-0.014855,200.041659,-2.97164,200.019586,-0.001689,7392043.059358,598.597086,66.3,-0.984893,0.176849,66.292684,593.231366,7149961.800119,588.570776
15.95493,603.458482,1528.68525,1252.4175,-0.122823,1.957287,1.957287,280.0,0.080241,0.850044,14.36171,0.005587,1.186986e-005,0.006498,65.187802,-0.939614,0.17126,65.18103,-0.014414,200.052564,-2.883547,200.031781,-0.001639,7396826.736392,598.78955,66.3,-0.955645,0.177154,66.293112,593.239708,7150741.324843,588.570776
15.959951,603.476959,1524.88522,1248.612958,-0.122825,1.954853,1.954853,280.0,0.080541,0.604502,14.347627,0.005614,1.191415e-005,0.0065,64.853428,-0.686797,0.170739,64.849791,-0.01059,199.02934,-2.107719,199.018179,-0.001198,7397044.262765,598.7983,66.3,-0.702116,0.17844,66.296282,590.329925,7077779.496416,585.651266
15.964971,603.800554,1531.589829,1255.185522,-0.122893,1.959137,1.959137,280.0,0.080354,0.729718,14.38298,0.005587,1.18865e-005,0.006502,65.159192,-0.816748,0.171445,65.154073,-0.012535,200.076423,-2.507888,200.060704,-0.001426,7405089.822667,599.121844,66.3,-0.831047,0.177501,66.294791,593.249485,7152447.071585,588.570776
15.969992,604.151041,1526.863037,1250.31823,-0.122964,1.956102,1.956102,280.0,0.081546,0.855322,14.364614,0.005677,1.206285e-005,0.006504,63.987528,-0.930265,0.170622,63.980766,-0.014538,196.572952,-2.857822,196.552178,-0.001624,7412193.270699,599.407345,66.3,-0.963884,0.183177,66.292993,583.159389,6904152.027503,578.415692
15.975012,604.589701,1530.836785,1254.113346,-0.123055,1.958634,1.958634,280.0,0.081995,-0.203176,14.387161,0.005699,1.212927e-005,0.006505,63.67613,0.128145,0.170905,63.676259,0.002012,195.749056,0.393936,195.749452,0.000224,7422255.633377,599.811517,66.3,0.133426,0.18528,66.300134,581.040686,6846398.521768,576.262503
15.980033,604.751468,1531.632319,1254.844551,-0.123088,1.959138,1.959138,280.0,0.081985,-0.511086,14.394711,0.005695,1.212774e-005,0.006507,63.702065,0.435087,0.170911,63.703551,0.00683,195.882085,1.337881,195.886654,0.00076,7426296.587056,599.973746,66.3,0.452831,0.185136,66.301546,581.040224,6855707.174468,576.262503
15.985053,604.852495,1529.035757,1252.209342,-0.123108,1.957475,1.957475,280.0,0.081596,-0.211467,14.386299,0.005672,1.207018e-005,0.006509,63.983264,0.137355,0.170479,63.983412,0.002147,196.790705,0.422456,196.791159,0.00024,7429614.130434,600.106897,66.3,0.142328,0.183048,66.300153,583.880806,6919456.573078,579.135209
15.990073,604.972971,1535.290648,1258.41561,-0.123133,1.961471,1.961471,280.0,0.081886,-0.415794,14.4195,0.005679,1.21131e-005,0.00651,63.884726,0.341213,0.171267,63.885637,0.005341,196.517369,1.049615,196.520172,0.000597,7431862.97488,600.197137,66.3,0.354114,0.184462,66.300946,583.191526,6900248.105399,578.415692
15.995094,605.058719,1530.096797,1253.189966,-0.123149,1.958148,1.958148,280.0,0.082038,-0.546393,14.398881,0.005698,1.21356e-005,0.006512,63.643268,0.46983,0.170511,63.645002,0.007382,195.803597,1.445471,195.808932,0.000822,7434063.503013,600.285424,66.3,0.489443,0.185044,66.301807,581.035797,6850214.236338,576.262503
16.000114,605.150549,1535.277604,1258.334144,-0.123168,1.961458,1.961458,280.0,0.082076,-0.239801,14.427035,0.005689,1.21413e-005,0.006514,63.741342,0.164901,0.171161,63.741555,0.002587,196.131701,0.507399,196.132357,0.000288,7436063.063695,600.365636,66.3,0.17152,0.185178,66.300222,581.764253,6873191.034135,576.97934
16.005135,605.275643,1534.487557,1257.49517,-0.123192,1.96095,1.96095,280.0,0.083099,-0.30642,14.427125,0.00576,1.229257e-005,0.006515,62.872773,0.227539,0.171012,62.873185,0.003619,193.479437,0.700211,193.480704,0.000398,7437625.051118,600.428287,66.3,0.239943,0.190164,66.300434,573.990281,6688557.327696,569.142924
16.010155,605.484749,1533.339727,1256.26403,-0.123235,1.960211,1.960211,280.0,0.083441,-0.544146,14.425546,0.005784,1.234315e-005,0.006517,62.560065,0.459212,0.170737,62.56175,0.00734,192.57883,1.413595,192.584018,0.000804,7442392.863364,600.619478,66.3,0.486665,0.191761,66.301786,571.185054,6626434.524067,566.319783
16.015176,605.506964,1538.774986,1261.691159,-0.123239,1.963682,1.963682,280.0,0.083232,-0.438646,14.454875,0.005758,1.231217e-005,0.006519,62.871623,0.357747,0.171455,62.872641,0.00569,193.546203,1.101299,193.549336,0.000626,7443031.293211,600.645074,66.3,0.377254,0.190664,66.301073,574.712796,6693174.313363,569.850906
16.020196,605.627011,1533.492837,1256.363168,-0.123262,1.960305,1.960305,280.0,0.083134,-0.277174,14.433843,0.00576,1.229769e-005,0.006521,62.838834,0.198637,0.170657,62.839148,0.003161,193.490403,0.611634,193.491369,0.000348,7446505.180459,600.78433,66.3,0.209578,0.189974,66.300331,573.985605,6689315.530738,569.142924
16.025216,605.736103,1539.605458,1262.431868,-0.123285,1.964205,1.964205,280.0,0.08502,-0.6107,14.466383,0.005877,1.257672e-005,0.006522,61.461462,0.51487,0.17149,61.463618,0.008377,189.241719,1.585299,189.248359,0.000901,7445911.602946,600.760538,66.3,0.555403,0.199554,66.302326,562.216493,6398771.359365,557.240929
16.030237,605.860902,1537.32718,1260.10512,-0.12331,1.962748,1.962748,280.0,0.084956,-0.602749,14.459477,0.005875,1.256729e-005,0.006524,61.465946,0.507245,0.171099,61.468039,0.008252,189.298487,1.562176,189.304933,0.000888,7449292.447975,600.896037,66.3,0.547137,0.19907,66.302258,561.513479,6402610.89554,556.548614
16.035257,606.0037,1537.76177,1260.483243,-0.123338,1.963022,1.963022,280.0,0.084535,-0.296867,14.465325,0.005844,1.250505e-005,0.006526,61.814134,0.213697,0.171052,61.814503,0.003457,190.425256,0.658318,190.426394,0.000374,7453553.932692,601.066783,66.3,0.229205,0.19678,66.300396,564.955729,6479058.784137,560.018811
16.040278,606.005022,1542.032731,1264.754909,-0.123338,1.965746,1.965746,280.0,0.084832,-0.508656,14.489179,0.005855,1.254894e-005,0.006527,61.689333,0.418117,0.171644,61.69075,0.006778,190.032611,1.288,190.036976,0.000732,7452912.181342,601.041073,66.3,0.449367,0.19826,66.301523,564.286994,6452367.532965,559.323045
16.045298,606.253541,1537.150612,1259.774155,-0.123388,1.962625,1.962625,280.0,0.085696,-0.689366,14.470048,0.005922,1.267675e-005,0.006529,60.896434,0.585182,0.170855,60.899246,0.009609,187.654624,1.80326,187.663288,0.001025,7458039.748316,601.24646,66.3,0.637107,0.202522,66.303061,557.419831,6291893.553913,552.41275
16.050319,606.452879,1543.80613,1266.34861,-0.12343,1.966864,1.966864,280.0,0.085993,-0.383281,14.505161,0.005928,1.272073e-005,0.006531,60.813454,0.292006,0.171645,60.814155,0.004802,187.451517,0.90008,187.453678,0.000512,7462227.145191,601.414132,66.3,0.318351,0.204013,66.300764,556.76518,6278280.916453,551.726433
16.055339,606.60855,1540.24315,1262.724784,-0.123461,1.964589,1.964589,280.0,0.086133,-0.435679,14.492219,0.005943,1.274137e-005,0.006532,60.629935,0.340916,0.171068,60.630893,0.005623,186.934705,1.051114,186.93766,0.000597,7466130.031373,601.570366,66.3,0.372798,0.204561,66.301048,554.71078,6243709.624996,549.672596
16.060359,606.624282,1542.27818,1264.755112,-0.123463,1.965886,1.965886,280.0,0.086412,-0.669607,14.50557,0.005957,1.27826e-005,0.006534,60.474744,0.562242,0.171345,60.477358,0.009297,186.454533,1.733494,186.462591,0.000985,7465994.951163,601.564959,66.3,0.616401,0.205945,66.302865,553.366943,6211674.863166,548.30762
16.06538,606.83197,1545.143193,1267.536491,-0.123506,1.967706,1.967706,280.0,0.086113,-0.469575,14.519079,0.005931,1.273841e-005,0.006534,60.746244,0.373996,0.171592,60.747396,0.006157,187.360904,1.153525,187.364454,0.000656,7471519.943242,601.786053,66.3,0.408189,0.204402,66.301257,556.086886,6272212.57212,551.04097
16.0704,607.102362,1540.993795,1263.279321,-0.123561,1.965055,1.965055,280.0,0.087365,-0.496836,14.503492,0.006024,1.292364e-005,0.006536,59.703468,0.392577,0.170905,59.704759,0.006575,184.206608,1.21124,184.21059,0.000688,7476548.761738,601.987215,66.3,0.435952,0.210758,66.301433,547.322202,6062799.903087,542.207055
16.075421,607.182349,1547.792939,1270.046329,-0.123577,1.969383,1.969383,280.0,0.088032,-0.722864,14.539343,0.006055,1.302227e-005,0.006538,59.36435,0.601325,0.171802,59.367396,0.010129,183.167438,1.855377,183.176835,0.001055,7477130.934271,602.010499,66.3,0.671579,0.214291,66.303401,544.01908,5994588.364531,538.847229
16.080441,607.235675,1543.242078,1265.47683,-0.123587,1.966484,1.966484,280.0,0.087744,-0.551189,14.521831,0.006042,1.297973e-005,0.006539,59.492396,0.441953,0.17114,59.494037,0.007429,183.58825,1.363827,183.593316,0.000775,7479227.299664,602.094332,66.3,0.492525,0.212548,66.301829,545.329997,6022164.163683,540.188654
16.085462,607.305982,1546.798782,1269.0061,-0.123601,1.968747,1.968747,280.0,0.087548,-0.402291,14.54244,0.00602,1.295073e-005,0.006541,59.72442,0.303922,0.171571,59.725193,0.005089,184.327874,0.937997,184.33026,0.000533,7481144.29654,602.170981,66.3,0.337384,0.21143,66.300858,547.342056,6070784.992668,542.207055
16.090482,607.495143,1548.078181,1270.209824,-0.123639,1.969556,1.969556,280.0,0.087924,-0.637267,14.552362,0.006042,1.300629e-005,0.006543,59.471192,0.522344,0.171639,59.473486,0.008783,183.596588,1.612556,183.603669,0.000917,7485241.226879,602.334758,66.3,0.582323,0.21332,66.302557,545.349039,6022711.162684,540.188654
16.095502,607.538068,1545.055351,1267.172277,-0.123647,1.967632,1.967632,280.0,0.088089,-0.766827,14.542022,0.006058,1.303067e-005,0.006545,59.297647,0.641672,0.171209,59.301118,0.010821,183.073239,1.981072,183.083957,0.001126,7486256.355722,602.375331,66.3,0.717446,0.214032,66.303882,544.009966,5988424.170945,538.847229
16.100523,607.572892,1551.529598,1273.632989,-0.123654,1.971749,1.971749,280.0,0.087565,-0.439215,14.576338,0.006007,1.295324e-005,0.006546,59.837712,0.33934,0.172044,59.838674,0.005671,184.757845,1.047762,184.760816,0.000596,7487652.878336,602.431142,66.3,0.375987,0.211212,66.301066,548.698593,6099139.961675,543.556843
16.105543,607.692861,1546.388207,1268.445754,-0.123677,1.968476,1.968476,280.0,0.087744,-0.51903,14.556058,0.006028,1.297973e-005,0.006548,59.600429,0.41268,0.171279,59.601858,0.006924,184.062597,1.274471,184.067009,0.000724,7490696.427635,602.552757,66.3,0.459069,0.21195,66.301589,546.673522,6053323.903198,541.533418
16.110564,607.854911,1551.310591,1273.302762,-0.12371,1.971602,1.971602,280.0,0.087968,-0.713992,14.58311,0.006032,1.301277e-005,0.00655,59.539683,0.594856,0.171852,59.542654,0.009991,183.917459,1.837505,183.926638,0.001044,7494156.620921,602.690988,66.3,0.662398,0.213093,66.303309,546.024541,6043781.280092,540.860618
16.115584,607.80466,1550.963371,1272.978445,-0.123699,1.971383,1.971383,280.0,0.087696,-0.285591,14.585337,0.006013,1.297264e-005,0.006552,59.758341,0.194479,0.171826,59.758658,0.003254,184.583563,0.600713,184.58454,0.000341,7493399.044553,602.660727,66.3,0.215768,0.211505,66.300351,548.025463,6087638.765565,542.881529
16.120605,607.983955,1549.337421,1271.281522,-0.123735,1.970345,1.970345,280.0,0.087717,0.568452,14.581593,0.006016,1.29757e-005,0.006553,59.705483,-0.607659,0.171494,59.70239,-0.010178,184.476727,-1.877532,184.467172,-0.001067,7497986.001272,602.843927,66.3,-0.674775,0.21147,66.296566,548.021558,6080593.824371,542.881529
16.125625,608.304584,1555.105443,1276.918925,-0.123801,1.974,1.974,280.0,0.08805,0.307769,14.612648,0.006026,1.302492e-005,0.006555,59.570877,-0.362229,0.172085,59.569775,-0.006081,184.149528,-1.119748,184.146124,-0.000636,7505214.666961,603.132514,66.3,-0.403147,0.213158,66.298774,546.705488,6059043.142096,541.533418
16.130645,608.782985,1549.770029,1271.390676,-0.1239,1.970598,1.970598,280.0,0.087992,0.350023,14.591522,0.00603,1.301641e-005,0.006557,59.469641,-0.401229,0.171062,59.468288,-0.006747,183.988902,-1.241334,183.984714,-0.000706,7517656.841505,603.628886,66.3,-0.447312,0.212613,66.298491,546.687517,6048477.641248,541.533418
16.135666,609.964523,1555.756771,1276.89359,-0.124146,1.974368,1.974368,280.0,0.087668,0.570598,14.623789,0.005995,1.296851e-005,0.006559,59.73356,-0.609513,0.171117,59.73045,-0.010204,185.172965,-1.889478,185.163325,-0.001074,7547589.062811,604.821201,66.3,-0.676516,0.210806,66.296548,550.053314,6126578.263734,544.909992
16.140686,610.216313,1553.871862,1274.908028,-0.124198,1.973165,1.973165,280.0,0.087984,0.351543,14.618847,0.006019,1.301515e-005,0.00656,59.455933,-0.402341,0.170718,59.454572,-0.006767,184.385314,-1.247744,184.381093,-0.000709,7553567.945192,605.059058,66.3,-0.448655,0.212283,66.298482,547.36431,6074569.161731,542.207055
16.145707,610.578244,1553.822449,1274.712366,-0.124272,1.973124,1.973124,280.0,0.088104,0.243867,14.622556,0.006025,1.303294e-005,0.006562,59.349066,-0.301223,0.17049,59.348302,-0.005075,184.163101,-0.93471,184.160729,-0.000531,7562533.988205,605.415561,66.3,-0.336502,0.212764,66.299146,546.696101,6059936.379457,541.533418
16.150727,610.653212,1558.524018,1279.384331,-0.124287,1.976105,1.976105,280.0,0.087692,0.878128,14.648549,0.005986,1.297202e-005,0.006564,59.753834,-0.898453,0.171059,59.747079,-0.015036,185.447466,-2.78837,185.426502,-0.001585,7564846.761056,605.507483,66.3,-0.99688,0.210591,66.292505,550.733558,6144755.835962,545.587829
16.155748,610.846857,1553.423176,1274.207414,-0.124326,1.972863,1.972863,280.0,0.087968,1.070883,14.628462,0.006013,1.301281e-005,0.006565,59.437233,-1.074637,0.170265,59.427518,-0.01808,184.522816,-3.33621,184.492653,-0.001896,7569598.648995,605.696302,66.3,-1.198718,0.211853,66.289163,548.707398,6083632.480767,543.556843
16.160768,611.253932,1560.060763,1280.678724,-0.124411,1.977063,1.977063,280.0,0.088124,0.9157,14.663636,0.00601,1.30359e-005,0.006567,59.443185,-0.929524,0.170906,59.435917,-0.015637,184.659323,-2.887553,184.636745,-0.001641,7579284.566667,606.08098,66.3,-1.036746,0.212608,66.291894,548.729795,6092636.994188,543.556843
16.165789,611.330175,1556.791259,1277.380892,-0.124425,1.974988,1.974988,280.0,0.087857,1.13069,14.652145,0.005996,1.299638e-005,0.006569,59.575324,-1.132674,0.170411,59.564556,-0.019012,185.10116,-3.519229,185.067703,-0.002,7581852.540658,606.182923,66.3,-1.260526,0.211053,66.288016,549.380249,6121827.763987,544.232997
16.170809,611.601272,1558.363803,1278.844082,-0.124481,1.975978,1.975978,280.0,0.087806,1.187062,14.663466,0.005988,1.298882e-005,0.006571,59.635359,-1.186443,0.170451,59.623556,-0.019895,185.371643,-3.687963,185.334953,-0.002096,7588724.725925,606.455642,66.3,-1.319036,0.210678,66.286878,550.73346,6139732.114502,545.587829
16.175829,611.744741,1561.714926,1282.137806,-0.12451,1.978098,1.978098,280.0,0.086823,0.996527,14.683124,0.005913,1.284347e-005,0.006572,60.447321,-1.019317,0.170774,60.438726,-0.016863,187.958368,-3.169524,187.931643,-0.001802,7593799.096909,606.65693,66.3,-1.118011,0.205444,66.290573,558.18773,6312278.56811,553.09992
16.18085,611.951156,1557.273889,1277.615306,-0.124552,1.975278,1.975278,280.0,0.086454,1.034247,14.666139,0.005895,1.278887e-005,0.006574,60.628041,-1.057743,0.170039,60.618814,-0.017446,188.595925,-3.290327,188.567221,-0.00187,7599891.907953,606.898522,66.3,-1.156699,0.203343,66.289909,560.219197,6355173.860907,555.166563
16.18587,611.957498,1564.147313,1284.486788,-0.124553,1.979632,1.979632,280.0,0.086145,1.265634,14.702342,0.005859,1.274311e-005,0.006576,61.024948,-1.285219,0.170941,61.011413,-0.021061,189.834451,-3.998017,189.792346,-0.002273,7600201.412035,606.910792,66.3,-1.396314,0.201771,66.285295,563.674849,6438917.884727,558.628143
16.190891,612.202296,1559.78535,1280.027599,-0.124602,1.976863,1.976863,280.0,0.086544,1.051146,14.685743,0.005893,1.280222e-005,0.006578,60.622693,-1.073686,0.170222,60.613184,-0.017711,188.655396,-3.341267,188.625805,-0.001899,7606027.488474,607.141705,66.3,-1.174236,0.203597,66.289601,560.917751,6359182.466719,555.857159
16.195911,612.405829,1562.948786,1283.109038,-0.124644,1.978861,1.978861,280.0,0.086552,1.506909,14.704538,0.005886,1.280341e-005,0.006579,60.669964,-1.508536,0.170518,60.651206,-0.024865,188.864178,-4.696036,188.805786,-0.002669,7610997.78477,607.338624,66.3,-1.648524,0.203634,66.279502,560.924364,6373265.465759,555.857159
16.200932,612.414091,1564.726112,1284.884785,-0.124645,1.979986,1.979986,280.0,0.085704,2.341698,14.716767,0.005824,1.267785e-005,0.006581,61.346442,-2.326968,0.17072,61.302294,-0.037932,190.988318,-7.244491,190.850871,-0.004118,7612454.77433,607.396335,66.3,-2.514865,0.199404,66.252286,567.129063,6517430.885858,562.111307
16.205952,612.46247,1561.321485,1281.46329,-0.124654,1.97783,1.97783,280.0,0.085048,2.26682,14.704622,0.005784,1.258084e-005,0.006583,61.803225,-2.269577,0.170213,61.761539,-0.036723,192.442208,-7.066986,192.312405,-0.004017,7614971.185656,607.495997,66.3,-2.434711,0.195883,66.25528,571.286257,6617035.826219,566.319783
16.210972,612.751394,1568.031887,1288.055867,-0.124714,1.982067,1.982067,280.0,0.085266,2.066692,14.740118,0.005785,1.261308e-005,0.006585,61.775227,-2.074565,0.170934,61.740383,-0.033582,192.438981,-6.462578,192.330435,-0.003673,7621619.667684,607.759222,66.3,-2.226519,0.196892,66.262603,571.311956,6616813.892782,566.319783
16.215993,612.796112,1562.93025,1282.939247,-0.124721,1.978839,1.978839,280.0,0.084964,2.322151,14.719994,0.005772,1.25684e-005,0.006586,61.904064,-2.326431,0.170218,61.860334,-0.037581,192.864488,-7.248086,192.728243,-0.00412,7623529.568509,607.834815,66.3,-2.491636,0.195251,66.253164,571.98555,6646107.470051,567.024253
