Test Time (s),Indent Disp. (nm),Indent Act. Load (µN),Indent Load (µN),Indent Disp. Volt. (V),Indent Act. Load Volt. (V),Indent Act. Output Volt. (V),Dynamic Freq. (Hz),Disp. Amp. (nm),Phase Shift (deg),Load Amp. (µN),Dynamic Comp. (nm/µN),Disp. Amp. Volt. (V),Load Amp. Volt. (V),Storage Mod. (GPa),Loss Mod. (GPa),Hardness (GPa),Complex Mod. (GPa),Tan-Delta,Storage Stiff. (µN/nm),Loss Stiff. (µN/nm),Complex Stiff. (µN/nm),Damping (g/s),Contact Area (nm^2),Contact Depth (nm),Ref. Stor. Mod. (GPa),Ref. Loss Mod. (GPa),Ref. Hardness (GPa),Ref. Compl. Mod. (GPa),Ref. Indent Disp. (nm),Ref. Contact Area (nm^2),Ref. Cont. Depth. (nm)
23.626149,892.74425,3163.26881,2771.339398,-0.181794,2.804519,2.804519,280.0,0.120123,-1.169072,30.678246,0.003916,1.776933e-005,0.00961,65.369116,1.089565,0.170698,65.378196,0.016668,298.846715,4.981142,298.888224,0.002831,16415027.864944,885.832295,66.3,1.105081,0.175595,66.309209,879.778046,15957314.209379,872.866091
23.63117,892.965854,3170.955617,2778.935775,-0.18184,2.807916,2.807916,280.0,0.12001,-1.126075,30.723601,0.003906,1.775263e-005,0.009613,65.536863,1.050038,0.171076,65.545274,0.016022,299.690749,4.801674,299.729213,0.002729,16423482.686522,886.054467,66.3,1.062265,0.175083,66.308509,881.950421,16047578.141645,875.039034
23.63619,893.24072,3173.439672,2781.308725,-0.181897,2.809005,2.809005,280.0,0.120438,-1.313121,30.743762,0.003917,1.781605e-005,0.009615,65.292436,1.228685,0.171124,65.303996,0.018818,298.65777,5.620196,298.710646,0.003195,16432807.584643,886.299432,66.3,1.247645,0.176446,66.311738,879.807379,15937142.62791,872.866091
23.641211,893.553866,3167.244578,2774.988781,-0.18196,2.80625,2.80625,280.0,0.119169,-1.262869,30.721875,0.003879,1.762829e-005,0.009618,66.015188,1.191402,0.170577,66.025938,0.018047,302.106553,5.452235,302.155748,0.003099,16448353.838128,886.707668,66.3,1.196542,0.172052,66.310796,889.533218,16307339.594834,882.68702
23.646231,893.937513,3180.871442,2788.457403,-0.182041,2.812265,2.812265,280.0,0.118515,-1.105174,30.796073,0.003848,1.75316e-005,0.00962,66.597183,1.044519,0.171236,66.605373,0.015684,304.915994,4.782343,304.953495,0.002718,16464122.136186,887.121527,66.3,1.039858,0.169711,66.308154,897.217836,16612050.209455,890.401851
23.651251,894.324379,3169.911561,2777.343505,-0.18212,2.807401,2.807401,280.0,0.118843,-1.22093,30.751141,0.003865,1.758012e-005,0.009623,66.238824,1.153552,0.170408,66.248868,0.017415,303.408742,5.283876,303.454748,0.003003,16478619.964413,887.501857,66.3,1.154617,0.170723,66.310053,892.80768,16448223.74285,885.985158
23.656272,894.582318,3180.388119,2787.714098,-0.182174,2.812027,2.812027,280.0,0.118913,-1.293267,30.810036,0.00386,1.75904e-005,0.009625,66.320412,1.226204,0.170945,66.331746,0.018489,303.867772,5.618238,303.919706,0.003193,16487877.027052,887.744609,66.3,1.225827,0.17084,66.311331,893.924981,16498030.721337,887.087273
23.661292,894.802087,3179.429178,2786.667431,-0.182218,2.811594,2.811594,280.0,0.11844,-1.099239,30.813494,0.003844,1.752046e-005,0.009628,66.622603,1.038892,0.170781,66.630703,0.015594,305.342549,4.761416,305.379671,0.002706,16497621.565647,888.000068,66.3,1.033862,0.169131,66.30806,898.31148,16658560.795741,891.509461
23.666313,894.783637,3176.19209,2783.440852,-0.182213,2.810164,2.810164,280.0,0.118651,-1.157891,30.805799,0.003852,1.755159e-005,0.00963,66.4665,1.094703,0.170596,66.475514,0.01647,304.617681,5.017053,304.658993,0.002852,16496601.269613,887.973324,66.3,1.091961,0.169742,66.308992,896.105932,16579561.469017,889.295618
23.671333,895.031413,3188.272131,2795.418736,-0.182265,2.815493,2.815493,280.0,0.118067,-1.275504,30.872445,0.003824,1.746522e-005,0.009633,66.992392,1.219558,0.171217,67.003492,0.018204,307.12526,5.591037,307.176146,0.003178,16507069.552214,888.247676,66.3,1.206953,0.167696,66.310985,903.851947,16853647.179446,897.068209
23.676354,895.35956,3176.910725,2783.927491,-0.182331,2.810459,2.810459,280.0,0.117121,-1.113148,30.825532,0.003799,1.73253e-005,0.009635,67.47575,1.06472,0.170357,67.48415,0.015779,309.487039,4.883487,309.525565,0.002776,16522637.456499,888.655508,66.3,1.046167,0.164472,66.308253,910.48853,17113851.359609,903.784478
23.681374,895.726731,3189.609375,2796.474867,-0.182408,2.816056,2.816056,280.0,0.117181,-1.137278,30.895247,0.003793,1.733413e-005,0.009638,67.585475,1.090434,0.170982,67.594271,0.016134,310.115868,5.003455,310.156229,0.002844,16536024.903768,889.006056,66.3,1.069694,0.16454,66.308629,911.62941,17183467.39535,904.908734
23.686394,895.905412,3185.388795,2792.184151,-0.182444,2.814186,2.814186,280.0,0.117566,-1.282912,30.882883,0.003807,1.739113e-005,0.00964,67.279515,1.231496,0.170659,67.290785,0.018304,308.76891,5.651762,308.820631,0.003213,16542125.333872,889.165745,66.3,1.213567,0.165726,66.311106,908.27982,17034522.067517,901.540153
23.691415,896.212213,3185.499288,2792.170974,-0.182507,2.814223,2.814223,280.0,0.117395,-1.217619,30.891555,0.0038,1.736583e-005,0.009643,67.392738,1.167966,0.170533,67.402858,0.017331,309.403071,5.362182,309.449533,0.003048,16554380.122111,889.486441,66.3,1.149028,0.165047,66.309956,909.38739,17104566.208447,902.661618
23.696435,896.48421,3195.224151,2801.784276,-0.182564,2.818505,2.818505,280.0,0.117097,-1.486087,30.946803,0.003784,1.732173e-005,0.009645,67.702842,1.442436,0.171005,67.718206,0.021305,310.927937,6.624444,310.998497,0.003765,16565157.802358,889.768379,66.3,1.412548,0.163992,66.315046,913.877277,17273578.337864,907.161445
23.701456,896.74427,3184.463506,2790.921588,-0.182616,2.813745,2.813745,280.0,0.117442,-1.979229,30.902761,0.0038,1.737278e-005,0.009648,67.319318,1.92829,0.170249,67.346929,0.028644,309.255755,8.8583,309.382597,0.005035,16574714.216816,890.018288,66.3,1.899092,0.165132,66.327193,909.3876,17088282.051171,902.661618
23.706476,896.985943,3198.526143,2804.884123,-0.182667,2.819941,2.819941,280.0,0.117421,-2.008082,30.979036,0.00379,1.736966e-005,0.00965,67.507957,1.961915,0.171006,67.53646,0.029062,310.204144,9.015148,310.335115,0.005124,16583459.551842,890.24692,66.3,1.92681,0.16494,66.327993,912.773413,17193251.430922,906.034389
23.711497,897.336514,3191.45375,2797.671726,-0.182739,2.816808,2.816808,280.0,0.115654,-1.785903,30.952923,0.003736,1.710826e-005,0.009653,68.61739,1.764222,0.17038,68.640066,0.025711,315.476859,8.111228,315.581116,0.004611,16601851.088559,890.727527,66.3,1.70464,0.159066,66.32191,928.550371,17782705.691636,921.941384
23.716517,897.659598,3195.03624,2801.123084,-0.182805,2.818376,2.818376,280.0,0.115657,-1.88155,30.978436,0.003733,1.710879e-005,0.009655,68.651354,1.862177,0.170463,68.676605,0.027125,315.749689,8.564751,315.865827,0.004868,16614127.083969,891.048166,66.3,1.798396,0.158986,66.324386,927.407397,17813476.571424,920.795966
23.721537,898.019694,3201.866384,2807.806178,-0.18288,2.821373,2.821373,280.0,0.115909,-2.021408,31.019697,0.003737,1.714606e-005,0.009658,68.550368,2.001735,0.170736,68.579588,0.029201,315.407692,9.210199,315.542137,0.005235,16627037.076543,891.38523,66.3,1.936022,0.15971,66.328261,927.430429,17774909.018324,920.795966
23.726558,898.187624,3192.553116,2798.428335,-0.182913,2.817261,2.817261,280.0,0.115568,-2.373003,30.982623,0.00373,1.709563e-005,0.00966,68.655728,2.362066,0.17009,68.696348,0.034404,315.965926,10.870648,316.15287,0.006179,16634771.24911,891.587094,66.3,2.281018,0.158618,66.339227,928.541914,17837883.57862,921.941384
23.731578,898.589697,3207.103348,2812.812556,-0.182998,2.823657,2.823657,280.0,0.115533,-2.594302,31.061332,0.00372,1.709045e-005,0.009663,68.839767,2.593188,0.170807,68.888592,0.03767,316.954767,11.939656,317.17957,0.006787,16649671.823262,891.975862,66.3,2.497515,0.158436,66.347024,930.850331,17949708.460589,924.236496
23.736599,898.817059,3197.740496,2803.360759,-0.183043,2.819524,2.819524,280.0,0.11594,-2.763358,31.024059,0.003737,1.715065e-005,0.009665,68.433575,2.75137,0.170154,68.488862,0.040205,315.161488,12.671058,315.416105,0.007202,16657802.534395,892.187921,66.3,2.665589,0.159709,66.353563,926.281108,17747169.952287,919.651971
23.741619,899.15242,3204.652552,2810.135895,-0.183113,2.822557,2.822557,280.0,0.11569,-2.669103,31.065723,0.003724,1.71137e-005,0.009667,68.692771,2.664313,0.170427,68.74442,0.038786,316.481566,12.275032,316.719526,0.006977,16671115.121416,892.535013,66.3,2.571507,0.15876,66.34985,929.705634,17896152.081428,923.088226
23.74664,899.421232,3208.186211,2813.560695,-0.183169,2.824102,2.824102,280.0,0.114349,-2.66604,31.090972,0.003678,1.691521e-005,0.00967,69.674575,2.694135,0.170493,69.726643,0.038667,321.1368,12.417526,321.376787,0.007058,16684814.257378,892.892029,66.3,2.563649,0.154378,66.349546,943.491327,18426505.2143,936.962125
23.75166,899.68724,3201.122889,2806.392056,-0.183222,2.820981,2.820981,280.0,0.114351,-3.465528,31.064843,0.003681,1.691563e-005,0.009672,69.521416,3.511919,0.169957,69.610063,0.050516,320.530483,16.191804,320.939193,0.009204,16695189.131511,893.162308,66.3,3.349187,0.154571,66.384539,941.160343,18356991.288269,934.635412
23.75668,900.170948,3215.250926,2820.32069,-0.183324,2.82718,2.82718,280.0,0.114364,-3.494584,31.141542,0.003672,1.69175e-005,0.009675,69.673442,3.548299,0.170611,69.763736,0.050928,321.404667,16.36836,321.821198,0.009304,16713203.855055,893.631405,66.3,3.376498,0.15449,66.385923,943.501667,18457257.977882,936.962125
23.761701,900.406273,3204.402403,2809.38029,-0.183371,2.822398,2.822398,280.0,0.114092,-3.328982,31.097064,0.003669,1.68773e-005,0.009677,69.743465,3.380202,0.169849,69.825329,0.048466,321.827287,15.597752,322.205048,0.008866,16723553.926959,893.900796,66.3,3.21331,0.153491,66.377823,945.800107,18505829.39183,939.29463
23.766721,900.580566,3214.234816,2819.141198,-0.183407,2.826718,2.826718,280.0,0.114243,-3.44559,31.15282,0.003667,1.689956e-005,0.00968,69.759965,3.501263,0.170375,69.847774,0.05019,321.960496,16.159244,322.365758,0.009185,16729484.259938,894.055111,66.3,3.327607,0.153894,66.383454,945.820086,18521152.155567,939.29463
23.771742,900.691463,3214.281033,2819.144123,-0.183429,2.826734,2.826734,280.0,0.114529,-4.315381,31.161099,0.003675,1.694196e-005,0.009682,69.486483,4.385762,0.170343,69.624753,0.063117,320.729869,20.243433,321.368084,0.011507,16732777.479239,894.140792,66.3,4.184642,0.155078,66.431929,942.348716,18379836.264537,935.798045
23.776762,900.775824,3210.08911,2814.920748,-0.183445,2.824887,2.824887,280.0,0.114027,-4.110776,31.140813,0.003662,1.686768e-005,0.009682,69.803264,4.191075,0.17004,69.928969,0.060041,322.238275,19.347586,322.818579,0.010997,16737580.114864,894.265728,66.3,3.980734,0.153401,66.419397,945.804727,18553125.081207,939.29463
23.781783,901.041902,3222.813326,2827.535154,-0.183501,2.83047,2.83047,280.0,0.114141,-4.123613,31.210796,0.003657,1.688458e-005,0.009685,69.884078,4.208399,0.170701,70.010678,0.06022,322.702577,19.433056,323.287174,0.011046,16747047.976232,894.511971,66.3,3.992567,0.153641,66.420107,946.992991,18606628.661512,940.463059
23.786803,901.253708,3211.356674,2815.996411,-0.183543,2.825426,2.825426,280.0,0.114527,-4.711527,31.163561,0.003675,1.694158e-005,0.009688,69.405176,4.789431,0.169934,69.570231,0.069007,320.562891,22.121028,321.325236,0.012574,16754545.681684,894.706921,66.3,4.575153,0.155068,66.457671,942.344832,18360703.531958,935.798045
23.791824,901.465943,3223.589777,2828.141901,-0.183588,2.830794,2.830794,280.0,0.11476,-4.999902,31.231159,0.003675,1.697605e-005,0.00969,69.366957,5.084515,0.170591,69.553052,0.073299,320.453158,23.488834,321.312856,0.013351,16761531.650173,894.888524,66.3,4.859711,0.15584,66.477867,941.21283,18348135.357294,934.635412
23.796844,901.814183,3220.249079,2824.661313,-0.183659,2.829314,2.829314,280.0,0.115476,-4.78883,31.223327,0.003698,1.708205e-005,0.009693,68.844304,4.834833,0.170263,69.013866,0.070229,318.151363,22.343296,318.934966,0.0127,16773412.790439,895.197286,66.3,4.65615,0.15791,66.463296,934.306778,18085495.048407,927.689882
23.801864,902.159856,3219.381735,2823.654574,-0.18373,2.828919,2.828919,280.0,0.115801,-4.967147,31.227472,0.003708,1.713012e-005,0.009695,68.582225,5.000854,0.170076,68.764308,0.072918,317.058447,23.119153,317.900227,0.013141,16785929.809427,895.522449,66.3,4.834439,0.158945,66.476024,932.0236,17961453.651302,925.386194
23.806885,902.227458,3229.965601,2834.210531,-0.183745,2.833563,2.833563,280.0,0.115973,-5.73718,31.286998,0.003707,1.71555e-005,0.009698,68.512503,5.783599,0.170694,68.756186,0.084417,316.749215,26.738922,317.875818,0.015199,16787317.691018,895.558495,66.3,5.596827,0.159848,66.535813,930.905459,17926434.56808,924.236496
23.811905,902.378703,3218.756425,2822.944051,-0.183774,2.828636,2.828636,280.0,0.115625,-5.573773,31.240924,0.003701,1.71041e-005,0.0097,68.642427,5.625414,0.169945,68.87255,0.081952,317.419747,26.013319,318.483891,0.014786,16794709.72963,895.750455,66.3,5.433446,0.158545,66.522269,933.16557,18002412.468599,926.537322
23.816926,902.835325,3232.684141,2836.68352,-0.18387,2.834731,2.834731,280.0,0.11587,-5.687037,31.316849,0.0037,1.714029e-005,0.009703,68.618575,5.739377,0.170602,68.858182,0.083642,317.464136,26.553252,318.57268,0.015093,16811088.487661,896.175625,66.3,5.545447,0.159267,66.531511,933.197021,18007447.764996,926.537322
23.821946,902.944276,3226.311289,2830.269623,-0.183891,2.831932,2.831932,280.0,0.11612,-6.067337,31.294213,0.003711,1.717726e-005,0.009705,68.326011,6.106677,0.170181,68.598362,0.089376,316.145444,28.255682,317.405616,0.016061,16814795.885778,896.271834,66.3,5.925601,0.160238,66.564275,928.613825,17858158.710888,921.941384
23.826967,903.170928,3228.869782,2832.736772,-0.183937,2.833046,2.833046,280.0,0.115599,-6.192502,31.314918,0.003692,1.710022e-005,0.009708,68.699861,6.263808,0.170228,68.984825,0.091176,317.969671,28.991337,319.288599,0.016479,16824786.670986,896.531044,66.3,6.044997,0.158543,66.57501,935.483759,18064844.206147,928.843875
23.831987,903.466715,3236.685681,2840.431781,-0.183999,2.836461,2.836461,280.0,0.115705,-6.225466,31.361132,0.003689,1.711591e-005,0.00971,68.717542,6.298792,0.170578,69.005618,0.091662,318.154099,29.162665,319.487858,0.016576,16835642.486943,896.812605,66.3,6.077196,0.158787,66.577942,934.343992,18085806.059506,927.689882
23.837007,903.623113,3226.739777,2830.426174,-0.184029,2.832094,2.832094,280.0,0.116126,-6.399324,31.321175,0.003708,1.71782e-005,0.009713,68.286679,6.442385,0.169927,68.589904,0.094343,316.209591,29.832229,317.613708,0.016957,16841003.675663,896.951619,66.3,6.254955,0.160184,66.594403,929.75972,17865406.502031,923.088226
23.842028,904.137529,3241.399641,2844.873918,-0.184138,2.838499,2.838499,280.0,0.115882,-6.813587,31.400677,0.00369,1.714203e-005,0.009715,68.55117,6.888858,0.170591,68.896439,0.100492,317.619734,31.918305,319.219475,0.018143,16860680.015145,897.461623,66.3,6.662633,0.15957,66.63393,933.213228,18025103.983754,926.537322
23.847048,904.444347,3232.534617,2835.887242,-0.1842,2.834603,2.834603,280.0,0.115782,-6.959831,31.366041,0.003691,1.712722e-005,0.009718,68.481837,7.032752,0.16993,68.842005,0.102695,317.416029,32.597082,319.08542,0.018529,16873173.972757,897.785298,66.3,6.808688,0.159274,66.648693,932.045243,18001990.671137,925.386194
23.852069,904.718293,3238.547453,2841.788554,-0.184256,2.837228,2.837228,280.0,0.116206,-7.118043,31.40352,0.0037,1.718995e-005,0.009721,68.239339,7.173169,0.170189,68.615317,0.105118,316.378189,33.25698,318.121337,0.018904,16882366.562357,898.023366,66.3,6.96931,0.160653,66.665293,929.783154,17884462.616606,923.088226
23.857089,905.121662,3243.147583,2846.224388,-0.18434,2.839226,2.839226,280.0,0.116076,-7.123957,31.434198,0.003693,1.717082e-005,0.009723,68.373227,7.190896,0.170294,68.750325,0.105171,317.147297,33.354769,318.896454,0.018959,16898173.134332,898.43256,66.3,6.972852,0.160123,66.665663,932.075296,17971521.766297,925.386194
23.86211,905.472862,3235.268466,2838.20519,-0.184412,2.835762,2.835762,280.0,0.115707,-7.287347,31.40434,0.003684,1.711612e-005,0.009726,68.493467,7.369436,0.169668,68.888777,0.107593,317.844781,34.197958,319.679223,0.019438,16913042.832522,898.817317,66.3,7.133434,0.158975,66.68265,934.345427,18050656.21246,927.689882
23.86713,905.973328,3249.809739,2852.540093,-0.184517,2.842107,2.842107,280.0,0.116103,-7.800603,31.483263,0.003688,1.717469e-005,0.009728,68.291094,7.877593,0.170345,68.743946,0.115353,317.06871,36.574877,319.171252,0.02079,16930450.228929,899.26751,66.3,7.647914,0.160557,66.739648,932.092012,17962616.382754,925.386194
23.87215,906.221359,3239.150205,2841.783427,-0.184566,2.837433,2.837433,280.0,0.11713,-7.875831,31.439893,0.003726,1.732665e-005,0.009731,67.45431,7.87072,0.169633,67.911944,0.116682,313.252216,36.550971,315.377431,0.020776,16937869.371006,899.459311,66.3,7.736033,0.163877,66.749803,921.852234,17532793.879403,915.090186
23.877171,906.440957,3248.290001,2850.833288,-0.184612,2.841425,2.841425,280.0,0.117318,-7.626911,31.492517,0.003725,1.735447e-005,0.009733,67.490618,7.620655,0.170092,67.919495,0.112914,313.493595,35.397908,315.485731,0.020121,16945735.427562,899.662617,66.3,7.486218,0.164143,66.721312,921.868526,17559824.449635,915.090186
23.882191,906.716861,3249.392021,2851.824089,-0.184669,2.841896,2.841896,280.0,0.117565,-7.698558,31.506183,0.003731,1.739101e-005,0.009736,67.326128,7.67709,0.17005,67.762417,0.114028,312.821996,35.670587,314.849158,0.020276,16955756.744443,899.921556,66.3,7.560082,0.164906,66.72964,919.613091,17484668.041062,912.817787
23.887212,907.094322,3244.224671,2846.505274,-0.184746,2.839621,2.839621,280.0,0.117956,-8.304372,31.489484,0.003746,1.744892e-005,0.009738,66.881616,8.245679,0.169601,67.387994,0.123288,310.879906,38.32766,313.23366,0.021786,16969211.964628,900.269096,66.3,8.173973,0.166664,66.801975,913.986671,17268242.101447,907.161445
23.892232,907.519211,3257.625827,2859.73132,-0.184835,2.845463,2.845463,280.0,0.117646,-8.456274,31.562849,0.003727,1.740303e-005,0.009741,67.206081,8.434183,0.170218,67.733247,0.125497,312.541204,39.223083,314.992785,0.022295,16985850.855168,900.698666,66.3,8.320472,0.165659,66.820059,919.638332,17453293.291264,912.817787
23.897253,907.710898,3246.127376,2848.15904,-0.184873,2.840429,2.840429,280.0,0.117524,-8.390505,31.515375,0.003729,1.7385e-005,0.009743,67.165974,8.362661,0.16945,67.684578,0.124507,312.432003,38.900098,314.844365,0.022111,16994260.658474,900.9157,66.3,8.254841,0.165109,66.811918,918.478902,17441099.107816,911.683704
23.902273,908.219575,3257.889851,2859.712403,-0.18498,2.84555,2.84555,280.0,0.118265,-8.524658,31.58085,0.003745,1.749453e-005,0.009746,66.776586,8.456026,0.169961,67.309856,0.126632,310.778173,39.354337,313.260014,0.022369,17011494.93185,901.360291,66.3,8.395675,0.167544,66.829465,914.020729,17256942.134471,907.161445
23.907293,908.416643,3255.508616,2857.253075,-0.185019,2.844503,2.844503,280.0,0.119272,-8.455668,31.577595,0.003777,1.764349e-005,0.009748,66.116144,8.314314,0.169764,66.636869,0.125753,307.751983,38.700786,310.175811,0.021998,17016747.966783,901.495756,66.3,8.337435,0.170709,66.822173,905.104999,16922500.843786,898.184111
23.912314,908.565656,3253.589436,2855.27541,-0.185049,2.843659,2.843659,280.0,0.11894,-8.331485,31.576548,0.003767,1.759436e-005,0.009751,66.339725,8.213425,0.169579,66.846238,0.123809,308.855549,38.238959,311.213701,0.021735,17023676.568829,901.674396,66.3,8.208507,0.169376,66.806209,908.431413,17044083.014069,901.540153
23.917334,908.74565,3265.03729,2866.649055,-0.185087,2.84865,2.84865,280.0,0.119302,-8.464198,31.640336,0.003771,1.764803e-005,0.009754,66.223445,8.33413,0.170196,66.745804,0.125849,308.36384,38.807167,310.796161,0.022058,17029160.342778,901.815757,66.3,8.343764,0.170589,66.822963,907.349975,16989856.61797,900.420081
23.922355,909.023528,3253.60804,2855.110604,-0.185143,2.843649,2.843649,280.0,0.120562,-8.489109,31.593226,0.003816,1.783438e-005,0.009756,65.285741,8.256421,0.169435,65.805748,0.126466,304.069584,38.454439,306.491526,0.021858,17037237.12581,902.023917,66.3,8.38469,0.17474,66.828086,895.190369,16519952.122907,888.190759
23.927375,909.21672,3267.218665,2868.641117,-0.185184,2.849583,2.849583,280.0,0.120472,-8.276813,31.667528,0.003804,1.782104e-005,0.009759,65.548627,8.073556,0.17016,66.043961,0.123169,305.359963,37.61087,307.66749,0.021378,17044602.311662,902.213692,66.3,8.166102,0.174083,66.801012,898.512488,16660460.918814,891.509461
23.932396,909.445334,3261.652714,2862.984851,-0.18523,2.847146,2.847146,280.0,0.12073,-8.328574,31.648842,0.003815,1.785917e-005,0.009761,65.314864,8.099715,0.169742,65.815171,0.12401,304.346894,37.742144,306.678172,0.021453,17053109.450609,902.432837,66.3,8.221882,0.174901,66.807854,896.308115,16550098.088297,889.295618
23.937416,909.817055,3263.209297,2864.390806,-0.185307,2.84781,2.84781,280.0,0.121677,-8.387764,31.664755,0.003843,1.799921e-005,0.009764,64.728968,8.09463,0.169707,65.233139,0.125054,301.722241,37.731636,304.072339,0.021447,17065034.053232,902.73992,66.3,8.291094,0.178045,66.816407,888.667507,16265876.633803,881.590372
23.942436,910.234895,3272.044446,2873.054767,-0.185394,2.851647,2.851647,280.0,0.121964,-8.219005,31.715982,0.003845,1.804169e-005,0.009766,64.676692,7.922454,0.170065,65.160109,0.122493,301.613691,36.945621,303.868059,0.021,17080335.036266,903.133785,66.3,8.121298,0.178709,66.79555,888.691482,16254174.851421,881.590372
23.947457,910.496401,3261.523512,2862.431143,-0.185446,2.847048,2.847048,280.0,0.12197,-8.202866,31.67326,0.003851,1.804266e-005,0.009769,64.554273,7.89328,0.169334,65.035052,0.122274,301.137539,36.821154,303.380314,0.02093,17091086.996276,903.410441,66.3,8.106736,0.178617,66.793781,886.487121,16202895.033958,879.401161
23.952477,910.760286,3276.208734,2877.007011,-0.185502,2.85344,2.85344,280.0,0.123539,-8.306631,31.752808,0.003891,1.827478e-005,0.009771,63.760645,7.909584,0.170137,64.249368,0.124051,297.482699,36.903082,299.762895,0.020976,17096527.373985,903.550391,66.3,8.224594,0.183959,66.808188,876.826686,15811979.74483,869.616791
23.957498,910.88161,3267.929,2868.681586,-0.185525,2.849828,2.849828,280.0,0.123857,-8.28355,31.72091,0.003905,1.832176e-005,0.009774,63.493626,7.858311,0.169605,63.978072,0.123765,296.27492,36.668572,298.535446,0.020843,17100916.971598,903.663294,66.3,8.205643,0.184929,66.805857,873.597903,15683847.266164,866.379586
23.962518,910.992907,3272.986506,2873.694505,-0.185548,2.852028,2.852028,280.0,0.123515,-8.155574,31.753694,0.00389,1.827115e-005,0.009776,63.787684,7.765438,0.169849,64.258623,0.121739,297.692126,36.24069,299.889963,0.0206,17106096.340573,903.796489,66.3,8.071284,0.183491,66.789487,876.813208,15834250.852204,869.616791
23.967539,911.259801,3278.657258,2879.256704,-0.185603,2.854487,2.854487,280.0,0.124698,-8.225032,31.789512,0.003923,1.844623e-005,0.009779,63.144245,7.763946,0.170106,63.619766,0.122956,294.749801,36.241175,296.969473,0.0206,17113126.678386,903.977252,66.3,8.151965,0.187534,66.799285,868.293551,15522792.943871,861.011002
23.972559,911.362427,3269.945799,2870.507321,-0.185623,2.850688,2.850688,280.0,0.12551,-8.255904,31.75549,0.003952,1.85663e-005,0.009781,62.585041,7.733482,0.16957,63.061035,0.123568,292.159526,36.101446,294.381561,0.02052,17115472.77213,904.037566,66.3,8.192531,0.190298,66.804248,861.937457,15251161.777059,854.612595
23.977579,911.686949,3284.752847,2885.180115,-0.185691,2.857122,2.857122,280.0,0.124911,-8.070502,31.835656,0.003924,1.847771e-005,0.009784,63.124228,7.612608,0.170295,63.581601,0.120597,294.794764,35.551435,296.930728,0.020208,17129206.873304,904.390555,66.3,7.995597,0.187861,66.780383,869.378444,15527529.218987,862.082051
23.9826,912.020625,3274.476772,2874.771687,-0.185759,2.852637,2.852637,280.0,0.125774,-8.070014,31.794163,0.003956,1.860534e-005,0.009786,62.509128,7.54718,0.169573,62.963092,0.120737,292.018644,35.257525,294.139391,0.020041,17140526.69767,904.681382,66.3,8.004879,0.190764,66.781495,860.89007,15236456.784581,853.550826
23.98762,912.52153,3282.818834,2882.908598,-0.185863,2.856248,2.856248,280.0,0.126836,-7.84989,31.843059,0.003983,1.876238e-005,0.009789,62.024026,7.28718,0.169886,62.450643,0.11749,289.892622,34.059377,291.886576,0.01936,17157116.633614,905.107423,66.3,7.789562,0.194117,66.756028,854.621965,15015408.399836,847.207858
23.992641,912.639257,3284.961587,2885.004785,-0.185887,2.857176,2.857176,280.0,0.12649,-7.375872,31.861704,0.00397,1.871119e-005,0.009791,62.33083,6.868447,0.169951,62.708116,0.110193,291.376298,32.107748,293.139992,0.01825,17162972.653908,905.257758,66.3,7.305823,0.192285,66.701312,858.812743,15169500.051837,851.431244
23.997661,912.809571,3278.907565,2878.884472,-0.185921,2.854535,2.854535,280.0,0.126689,-7.320233,31.8406,0.003979,1.874074e-005,0.009794,62.166926,6.799886,0.169529,62.53771,0.109381,290.665513,31.793312,292.399137,0.018072,17169518.074725,905.425759,66.3,7.251967,0.19282,66.695435,857.75724,15095581.199636,850.373428
24.002682,913.080075,3292.867025,2892.732028,-0.185978,2.860594,2.860594,280.0,0.128362,-7.426938,31.916632,0.004022,1.898815e-005,0.009796,61.375756,6.823923,0.170285,61.753942,0.111183,287.011994,31.910773,288.780509,0.018138,17174980.847883,905.565946,66.3,7.371414,0.198706,66.708528,847.381407,14718478.500214,839.867278
24.007702,913.536143,3281.4734,2881.156097,-0.186071,2.855623,2.855623,280.0,0.128207,-7.400272,31.869763,0.004023,1.896521e-005,0.009799,61.327829,6.793863,0.169422,61.702992,0.110779,286.945523,31.787666,288.700864,0.018068,17193868.680262,906.050468,66.3,7.344677,0.198008,66.705579,846.309504,14711661.787749,838.823829
24.012722,913.749356,3292.604353,2892.199285,-0.186115,2.860454,2.860454,280.0,0.12786,-7.264751,31.932066,0.004004,1.891387e-005,0.009801,61.664133,6.698905,0.169981,62.026934,0.108635,288.593472,31.351455,290.291415,0.01782,17202740.23354,906.27795,66.3,7.202524,0.196499,66.690077,851.525478,14881127.22336,844.054072
24.017743,913.955457,3291.181301,2890.694217,-0.186157,2.859828,2.859828,280.0,0.128425,-7.402158,31.925259,0.004023,1.899755e-005,0.009801,61.302682,6.792803,0.169828,61.677881,0.110808,286.956255,31.796932,288.712551,0.018074,17209264.801277,906.445211,66.3,7.346543,0.198645,66.705785,846.334075,14712762.208935,838.823829
24.022763,914.059285,3288.217546,2887.69075,-0.186178,2.858536,2.858536,280.0,0.129957,-7.430881,31.919324,0.004071,1.922412e-005,0.009804,60.454002,6.736946,0.169651,60.828224,0.111439,282.985578,31.535686,284.737312,0.017925,17209504.883659,906.451365,66.3,7.388419,0.204049,66.710409,835.039014,14308411.75567,827.431094
